subset_rank,system,policy,mean_H_subset
152,3857,R1_cand_3857,1.0301849831239926
153,3858,R1_cand_3858,1.0301849831239926
154,1660,R1_cand_1660,1.0302863739470287
155,1656,R1_cand_1656,1.0303708773982128
156,1370,R1_cand_1370,1.0311015462680726
157,5588,R1_cand_5588,1.0314372636656457
158,5589,R1_cand_5589,1.0314372636656457
159,1674,R1_cand_1674,1.0321539796735535
160,1673,R1_cand_1673,1.0321539796735535
161,6235,R1_cand_6235,1.0321989088866403
162,3614,R1_cand_3614,1.0326771260477678
163,3615,R1_cand_3615,1.0326771260477678
164,1124,R1_cand_1124,1.0328511484767466
165,638,R1_cand_638,1.0332455714537323
166,1831,R1_cand_1831,1.03365839232445
167,3866,R1_cand_3866,1.0341313070452591
168,6317,R1_cand_6317,1.0341912966567943
169,6318,R1_cand_6318,1.0341912966567943
170,1908,R1_cand_1908,1.035253984969597
171,1907,R1_cand_1907,1.035253984969597
172,1835,R1_cand_1835,1.0355692075524814
173,1836,R1_cand_1836,1.0355692075524814
174,702,R1_cand_702,1.035752334120514
175,1863,R1_cand_1863,1.0359298665025196
176,1832,R1_cand_1832,1.0359421047570572
177,1851,R1_cand_1851,1.0360020857375618
178,6421,R1_cand_6421,1.0360567954822275
179,1193,R1_cand_1193,1.0360998009402933
180,639,R1_cand_639,1.036140137339983
181,1125,R1_cand_1125,1.0361923903131494
182,3868,R1_cand_3868,1.0362727941065564
183,6070,R1_cand_6070,1.0368898413239256
184,1862,R1_cand_1862,1.0370741418271892
185,3536,R1_cand_3536,1.0370760624091915
186,1822,R1_cand_1822,1.037576214330389
187,6072,R1_cand_6072,1.0376598965196488
188,6071,R1_cand_6071,1.0376598965196488
189,1915,R1_cand_1915,1.0377333934342043
190,1833,R1_cand_1833,1.0377736192232296
191,2025,R1_cand_2025,1.0380088250283201
192,1824,R1_cand_1824,1.0382289308575616
193,1685,R1_cand_1685,1.0383510837860461
194,3373,R1_cand_3373,1.0383804437470818
195,3613,R1_cand_3613,1.038485081501857
196,1179,R1_cand_1179,1.0400563105332248
197,4130,R1_cand_4130,1.040103898804961
198,4131,R1_cand_4131,1.040103898804961
199,4033,R1_cand_4033,1.0401721838637144
200,1940,R1_cand_1940,1.040528481767054
201,1941,R1_cand_1941,1.040528481767054
202,1293,R1_cand_1293,1.040634243572975
203,1292,R1_cand_1292,1.040634243572975
204,637,R1_cand_637,1.0408736757943728
205,691,R1_cand_691,1.0409803610230992
206,6201,R1_cand_6201,1.041128665966804
207,6200,R1_cand_6200,1.041128665966804
208,1855,R1_cand_1855,1.0413732570289722
209,6387,R1_cand_6387,1.041488134651051
210,6386,R1_cand_6386,1.041488134651051
211,1365,R1_cand_1365,1.0415610913651863
212,1759,R1_cand_1759,1.041708903898005
213,5829,R1_cand_5829,1.0418439126432366
214,1827,R1_cand_1827,1.04229769535422
215,1669,R1_cand_1669,1.0425995651965332
216,1825,R1_cand_1825,1.0430152405585433
217,4207,R1_cand_4207,1.0434232037130549
218,1363,R1_cand_1363,1.043612537141895
219,1888,R1_cand_1888,1.043843969344696
220,3874,R1_cand_3874,1.0439535189947229
221,718,R1_cand_718,1.0441345892821503
222,1861,R1_cand_1861,1.0442586507063178
223,3481,R1_cand_3481,1.0443711253777392
224,6075,R1_cand_6075,1.0446127965047167
225,1693,R1_cand_1693,1.0449280917494943
226,6391,R1_cand_6391,1.0451458966166707
227,1856,R1_cand_1856,1.0453306833695961
228,4050,R1_cand_4050,1.0453506090874722
229,4049,R1_cand_4049,1.0453506090874722
230,1134,R1_cand_1134,1.0453898611920032
231,2021,R1_cand_2021,1.0453966677858584
232,2022,R1_cand_2022,1.0453966677858584
233,5828,R1_cand_5828,1.0454719313344145
234,715,R1_cand_715,1.045511446487123
235,1823,R1_cand_1823,1.0455525509708252
236,1826,R1_cand_1826,1.0455675796855646
237,1168,R1_cand_1168,1.0460768578737334
238,1282,R1_cand_1282,1.0467058915995942
239,3957,R1_cand_3957,1.0471462246293934
240,3806,R1_cand_3806,1.0473940275400289
241,3807,R1_cand_3807,1.0473940275400289
242,6073,R1_cand_6073,1.0475695604119646
243,4200,R1_cand_4200,1.047599635424373
244,1744,R1_cand_1744,1.0476661675639836
245,1170,R1_cand_1170,1.0481696892191845
246,692,R1_cand_692,1.0485882473811674
247,1847,R1_cand_1847,1.0486062878161233
248,1197,R1_cand_1197,1.048622406833223
249,3525,R1_cand_3525,1.0487085996566543
250,1932,R1_cand_1932,1.0490659297519538
251,1431,R1_cand_1431,1.04926486368502
252,1684,R1_cand_1684,1.049268672444963
253,1754,R1_cand_1754,1.0493260382612948
254,1755,R1_cand_1755,1.0493260382612948
255,2833,R1_cand_2833,1.049429391466536
256,3870,R1_cand_3870,1.0494655612245556
257,3563,R1_cand_3563,1.049487454302073
258,3564,R1_cand_3564,1.049487454302073
259,5984,R1_cand_5984,1.0495759552646269
260,5985,R1_cand_5985,1.0495759552646269
261,1935,R1_cand_1935,1.049715905871529
262,4030,R1_cand_4030,1.0499693841254185
263,3554,R1_cand_3554,1.0501804324887554
264,1993,R1_cand_1993,1.0502480987009049
265,3524,R1_cand_3524,1.0504271244021504
266,3607,R1_cand_3607,1.0504838452035687
267,1840,R1_cand_1840,1.051284940170767
268,6154,R1_cand_6154,1.0513603224837333
269,6449,R1_cand_6449,1.0516596415785768
270,6450,R1_cand_6450,1.0516596415785768
271,700,R1_cand_700,1.0519057964013445
272,6393,R1_cand_6393,1.0521232282782278
273,2916,R1_cand_2916,1.0522905631220771
274,1853,R1_cand_1853,1.052481859850817
275,1854,R1_cand_1854,1.052481859850817
276,3555,R1_cand_3555,1.0525175819794028
277,1373,R1_cand_1373,1.052634201561077
278,1374,R1_cand_1374,1.052634201561077
279,717,R1_cand_717,1.0527419382509144
280,6392,R1_cand_6392,1.0527457271705791
281,4199,R1_cand_4199,1.0527665211914568
282,6046,R1_cand_6046,1.0528507155564424
283,1283,R1_cand_1283,1.0528778273640111
284,3796,R1_cand_3796,1.0531706263918184
285,1686,R1_cand_1686,1.0533675716318567
286,6156,R1_cand_6156,1.053665647685534
287,6155,R1_cand_6155,1.053665647685534
288,3956,R1_cand_3956,1.0536684398348724
289,2903,R1_cand_2903,1.0539221340659726
290,3562,R1_cand_3562,1.054010724391371
291,2915,R1_cand_2915,1.0542595700108963
292,3881,R1_cand_3881,1.0542840036357113
293,693,R1_cand_693,1.054562616077528
294,6364,R1_cand_6364,1.0550016468861299
295,4209,R1_cand_4209,1.0551581200740805
296,1345,R1_cand_1345,1.0551871081009
297,1364,R1_cand_1364,1.055260834603514
298,1348,R1_cand_1348,1.0553710048812395
299,3644,R1_cand_3644,1.0554600285384401
300,3645,R1_cand_3645,1.0554600285384401
301,3825,R1_cand_3825,1.0556123998802505
302,1169,R1_cand_1169,1.055772666530285
303,1430,R1_cand_1430,1.0559302535145938
304,6064,R1_cand_6064,1.0564565361990619
305,5659,R1_cand_5659,1.0565106960478925
306,3876,R1_cand_3876,1.056657436090811
307,1346,R1_cand_1346,1.0567846590812053
308,1347,R1_cand_1347,1.0567846590812053
309,1761,R1_cand_1761,1.057402501802681
310,1753,R1_cand_1753,1.058017527255152
311,6063,R1_cand_6063,1.05806991136814
312,3875,R1_cand_3875,1.0582546274542037
313,4032,R1_cand_4032,1.058442957985609
314,2011,R1_cand_2011,1.0585401582788554
315,6039,R1_cand_6039,1.0586325866000745
316,6038,R1_cand_6038,1.0586325866000745
317,4204,R1_cand_4204,1.0587357170351726
318,1338,R1_cand_1338,1.0589013078610305
319,1339,R1_cand_1339,1.0590668590848047
320,2077,R1_cand_2077,1.0592019941271025
321,1934,R1_cand_1934,1.0592740369258145
322,6062,R1_cand_6062,1.0593203134952338
323,5066,R1_cand_5066,1.0593440667572471
324,3877,R1_cand_3877,1.0594394784978949
325,1695,R1_cand_1695,1.0594839296882308
326,4045,R1_cand_4045,1.0596501545186423
327,1996,R1_cand_1996,1.0597519856443396
328,1284,R1_cand_1284,1.0597841337189755
329,5697,R1_cand_5697,1.060293893343849
330,5696,R1_cand_5696,1.060293893343849
331,1745,R1_cand_1745,1.0603086903942576
332,1184,R1_cand_1184,1.060904625628844
333,1175,R1_cand_1175,1.061100109998162
334,2013,R1_cand_2013,1.0612203435335108
335,1194,R1_cand_1194,1.061580990555336
336,5994,R1_cand_5994,1.061663683478606
337,2008,R1_cand_2008,1.0617414453889147
338,1185,R1_cand_1185,1.0619303098474755
339,4046,R1_cand_4046,1.0620731977928397
340,4211,R1_cand_4211,1.0623101834637205
341,1267,R1_cand_1267,1.0623759450670318
342,5092,R1_cand_5092,1.0624302781965858
343,3535,R1_cand_3535,1.0626029228387677
344,1377,R1_cand_1377,1.0629176665773552
345,1376,R1_cand_1376,1.0629596762363307
346,3797,R1_cand_3797,1.063410405303393
347,1848,R1_cand_1848,1.06360942082565
348,1337,R1_cand_1337,1.063979945383139
349,1989,R1_cand_1989,1.0639801091234156
350,1988,R1_cand_1988,1.0639801091234156
351,4212,R1_cand_4212,1.0641543248434564
352,1746,R1_cand_1746,1.0641758106410557
353,5575,R1_cand_5575,1.0644067750848247
354,4072,R1_cand_4072,1.0645196940209904
355,1814,R1_cand_1814,1.0645403682367025
356,1694,R1_cand_1694,1.0647167396816777
357,6037,R1_cand_6037,1.0647417811408124
358,1341,R1_cand_1341,1.0648643851171933
359,1340,R1_cand_1340,1.0648643851171933
360,3472,R1_cand_3472,1.064893778274702
361,3798,R1_cand_3798,1.0649752552876643
362,2878,R1_cand_2878,1.0650522312043917
363,1857,R1_cand_1857,1.0652905733781597
364,3847,R1_cand_3847,1.0654246419647948
365,3859,R1_cand_3859,1.0660390452642778
366,1268,R1_cand_1268,1.066243422785603
367,1269,R1_cand_1269,1.066243422785603
368,6061,R1_cand_6061,1.0665681527486015
369,6365,R1_cand_6365,1.066999135399308
370,4205,R1_cand_4205,1.0670115048664313
371,4206,R1_cand_4206,1.0670115048664313
372,6057,R1_cand_6057,1.0670346890427602
373,4047,R1_cand_4047,1.0671048747574186
374,5067,R1_cand_5067,1.0672507758034528
375,2017,R1_cand_2017,1.0674846384332723
376,3887,R1_cand_3887,1.0675577657605893
377,4096,R1_cand_4096,1.0676122020785797
378,6251,R1_cand_6251,1.0679689850792788
379,6252,R1_cand_6252,1.0679689850792788
380,1174,R1_cand_1174,1.0680248882850134
381,3447,R1_cand_3447,1.0680701561654562
382,3446,R1_cand_3446,1.0680701561654562
383,1842,R1_cand_1842,1.068090230593826
384,1133,R1_cand_1133,1.0683952472592413
385,1844,R1_cand_1844,1.0684154275927171
386,3319,R1_cand_3319,1.0684253964255486
387,1760,R1_cand_1760,1.0687928211649718
388,4102,R1_cand_4102,1.0689996754111384
389,1275,R1_cand_1275,1.0692900570114574
390,1369,R1_cand_1369,1.0693404383162837
391,1813,R1_cand_1813,1.069454142556297
392,3995,R1_cand_3995,1.0697032213524968
393,3996,R1_cand_3996,1.0697032213524968
394,1997,R1_cand_1997,1.06993100192615
395,1998,R1_cand_1998,1.06993100192615
396,2018,R1_cand_2018,1.0699923342714246
397,6478,R1_cand_6478,1.0703962507977896
398,1366,R1_cand_1366,1.070459049983042
399,3366,R1_cand_3366,1.0705742964665452
400,4124,R1_cand_4124,1.0709988754563202
401,4183,R1_cand_4183,1.0710606445305562
402,3965,R1_cand_3965,1.0711746422491686
403,1360,R1_cand_1360,1.0713888981763517
404,6229,R1_cand_6229,1.0715599720332463
405,4184,R1_cand_4184,1.0720719637707319
406,1636,R1_cand_1636,1.0722428246565263
407,5551,R1_cand_5551,1.0723539314408468
408,711,R1_cand_711,1.0723552511114858
409,1273,R1_cand_1273,1.072486249380826
410,5668,R1_cand_5668,1.0725245285574996
411,1913,R1_cand_1913,1.072531601338255
412,4177,R1_cand_4177,1.0725495771815838
413,3949,R1_cand_3949,1.0732126604327954
414,2019,R1_cand_2019,1.0733120793654902
415,4013,R1_cand_4013,1.0736355649919558
416,3500,R1_cand_3500,1.0737522112252416
417,2887,R1_cand_2887,1.073859125172883
418,4293,R1_cand_4293,1.074032303570665
419,4292,R1_cand_4292,1.074032303570665
420,6230,R1_cand_6230,1.0741787602448745
421,2010,R1_cand_2010,1.0743021161455955
422,1809,R1_cand_1809,1.0745135074696939
423,1843,R1_cand_1843,1.0747774989393728
424,1799,R1_cand_1799,1.0748063059563644
425,1800,R1_cand_1800,1.0748980727676534
426,1845,R1_cand_1845,1.075154511943924
427,6389,R1_cand_6389,1.0754508919495511
428,4201,R1_cand_4201,1.0755023919966042
429,3397,R1_cand_3397,1.075554153090082
430,709,R1_cand_709,1.0756343900586887
431,4118,R1_cand_4118,1.07580171497588
432,6199,R1_cand_6199,1.0759967298270905
433,1841,R1_cand_1841,1.0761994695984407
434,1817,R1_cand_1817,1.0765204561801167
435,3501,R1_cand_3501,1.0767016651139358
436,4048,R1_cand_4048,1.0768264410459858
437,1815,R1_cand_1815,1.0769130650146084
438,4042,R1_cand_4042,1.0772910568662994
439,6281,R1_cand_6281,1.0774241312977089
440,6282,R1_cand_6282,1.0774241312977089
441,1736,R1_cand_1736,1.077693563712082
442,3856,R1_cand_3856,1.0777515918357659
443,1330,R1_cand_1330,1.0777553819419703
444,1910,R1_cand_1910,1.0779322496835042
445,1808,R1_cand_1808,1.0779347728230622
446,4023,R1_cand_4023,1.0779917552854053
447,4022,R1_cand_4022,1.0779917552854053
448,4174,R1_cand_4174,1.0780548105533732
449,1361,R1_cand_1361,1.0784958444727635
450,4019,R1_cand_4019,1.0785304333811094
451,4020,R1_cand_4020,1.0785304333811094
452,4093,R1_cand_4093,1.0785685761212607
453,3951,R1_cand_3951,1.0787009158470373
454,4037,R1_cand_4037,1.0787254979370928
455,6147,R1_cand_6147,1.0788390740273988
456,6390,R1_cand_6390,1.0788483912456253
457,6146,R1_cand_6146,1.078952681956217
458,5652,R1_cand_5652,1.0790146505289953
459,1987,R1_cand_1987,1.0792258228492737
460,3382,R1_cand_3382,1.0793065512370223
461,2014,R1_cand_2014,1.0795212560402514
462,2023,R1_cand_2023,1.0798552423455976
463,4094,R1_cand_4094,1.0799135588877926
464,4095,R1_cand_4095,1.0799135588877926
465,2024,R1_cand_2024,1.0801393776256352
466,1274,R1_cand_1274,1.0801913550591697
467,1258,R1_cand_1258,1.0802136273865228
468,4319,R1_cand_4319,1.0804324957721558
469,4320,R1_cand_4320,1.0804324957721558
470,6054,R1_cand_6054,1.0804828978919074
471,629,R1_cand_629,1.0809352203012488
472,1930,R1_cand_1930,1.080963607339528
473,3365,R1_cand_3365,1.0811791112248075
474,6210,R1_cand_6210,1.0815575488545677
475,6209,R1_cand_6209,1.0815575488545677
476,3950,R1_cand_3950,1.08158234158835
477,6436,R1_cand_6436,1.0816288170812918
478,4011,R1_cand_4011,1.0816494062003783
479,630,R1_cand_630,1.0816876929714427
480,4104,R1_cand_4104,1.0817793060221486
481,4103,R1_cand_4103,1.0817793060221486
482,1816,R1_cand_1816,1.0818243119870254
483,1176,R1_cand_1176,1.0820090741102142
484,1970,R1_cand_1970,1.0820599792128143
485,1971,R1_cand_1971,1.0820599792128143
486,3789,R1_cand_3789,1.0821099770374498
487,1457,R1_cand_1457,1.0824428027276536
488,682,R1_cand_682,1.0831055300775387
489,1735,R1_cand_1735,1.083219079235465
490,1355,R1_cand_1355,1.0836371496050474
491,5992,R1_cand_5992,1.0837077238555526
492,701,R1_cand_701,1.0840281386539852
493,4364,R1_cand_4364,1.0842550991599509
494,3310,R1_cand_3310,1.0843929572475184
495,5719,R1_cand_5719,1.084478519405495
496,1371,R1_cand_1371,1.0847119518765636
497,1678,R1_cand_1678,1.0848427686043467
498,1291,R1_cand_1291,1.084936156338975
499,1212,R1_cand_1212,1.0849604303481146
500,1458,R1_cand_1458,1.084963062285523
501,1362,R1_cand_1362,1.0850024174307378
502,6479,R1_cand_6479,1.0851560741248831
503,3841,R1_cand_3841,1.085163880031897
504,4120,R1_cand_4120,1.0852650036263833
505,4179,R1_cand_4179,1.0853619797726042
506,1818,R1_cand_1818,1.0857674213212967
507,6291,R1_cand_6291,1.0857718780929662
508,4040,R1_cand_4040,1.0857801332864563
509,4041,R1_cand_4041,1.0857801332864563
510,5746,R1_cand_5746,1.085889019285077
511,4153,R1_cand_4153,1.0859358604073273
512,3865,R1_cand_3865,1.0860113551039654
513,719,R1_cand_719,1.0862542207098866
514,5749,R1_cand_5749,1.086282863396475
515,6344,R1_cand_6344,1.0862859686879969
516,6345,R1_cand_6345,1.0862859686879969
517,6120,R1_cand_6120,1.0864191271501853
518,1314,R1_cand_1314,1.0865213548848787
519,2879,R1_cand_2879,1.0865751915855206
520,2880,R1_cand_2880,1.0865751915855206
521,2834,R1_cand_2834,1.086775829204673
522,2835,R1_cand_2835,1.086775829204673
523,5724,R1_cand_5724,1.0868428562448258
524,3551,R1_cand_3551,1.0871086922989606
525,3302,R1_cand_3302,1.0871675862240542
526,1911,R1_cand_1911,1.0872071486369168
527,6151,R1_cand_6151,1.087279558330994
528,3882,R1_cand_3882,1.087337802116995
529,1737,R1_cand_1737,1.0874191462047633
530,1807,R1_cand_1807,1.0874857210983455
531,1356,R1_cand_1356,1.0876142980392278
532,1354,R1_cand_1354,1.0877478243244199
533,4039,R1_cand_4039,1.08802868205832
534,3364,R1_cand_3364,1.0880453522930296
535,1983,R1_cand_1983,1.0883982924192863
536,4075,R1_cand_4075,1.088500672515032
537,3867,R1_cand_3867,1.0887483817854127
538,1880,R1_cand_1880,1.0890404336860915
539,1881,R1_cand_1881,1.0890404336860915
540,3606,R1_cand_3606,1.0891624074973603
541,3605,R1_cand_3605,1.0891624074973603
542,3532,R1_cand_3532,1.0893905031770144
543,1313,R1_cand_1313,1.0895813638695864
544,628,R1_cand_628,1.0896553288185327
545,3788,R1_cand_3788,1.0896981032236512
546,1982,R1_cand_1982,1.0898008605963097
547,3633,R1_cand_3633,1.0898490760094341
548,1936,R1_cand_1936,1.0901818863168722
549,5776,R1_cand_5776,1.0902127438358715
550,1637,R1_cand_1637,1.0902726498117614
551,5974,R1_cand_5974,1.0903008794699909
552,728,R1_cand_728,1.090517525404406
553,729,R1_cand_729,1.090517525404406
554,5818,R1_cand_5818,1.0905323846088173
555,1160,R1_cand_1160,1.0906106131530797
556,1161,R1_cand_1161,1.0906106131530797
557,5750,R1_cand_5750,1.0906834067292182
558,4044,R1_cand_4044,1.0906912489690006
559,4038,R1_cand_4038,1.0907699539499132
560,1322,R1_cand_1322,1.0908443633913607
561,1943,R1_cand_1943,1.0909154435483088
562,1944,R1_cand_1944,1.0909154435483088
563,1211,R1_cand_1211,1.0909704584467281
564,1638,R1_cand_1638,1.091122792253332
565,1357,R1_cand_1357,1.0911228178833037
566,6473,R1_cand_6473,1.0911740077031018
567,3849,R1_cand_3849,1.0914511858498066
568,3526,R1_cand_3526,1.0915430220955633
569,3869,R1_cand_3869,1.0918719855833459
570,5665,R1_cand_5665,1.0919808032890277
571,3559,R1_cand_3559,1.092029668927327
572,3537,R1_cand_3537,1.0920636973512823
573,4129,R1_cand_4129,1.0921070877272308
574,3465,R1_cand_3465,1.0923842408804134
575,6474,R1_cand_6474,1.0925184207774417
576,1312,R1_cand_1312,1.0927973593720568
577,4010,R1_cand_4010,1.0929445412263252
578,1249,R1_cand_1249,1.0930307383290632
579,1328,R1_cand_1328,1.093428736557585
580,725,R1_cand_725,1.093464392524954
581,4263,R1_cand_4263,1.0935749657809666
582,4262,R1_cand_4262,1.0935749657809666
583,6394,R1_cand_6394,1.0936305693450172
584,3643,R1_cand_3643,1.0936568863071943
585,5743,R1_cand_5743,1.0939157118789822
586,1798,R1_cand_1798,1.0939300030055876
587,5723,R1_cand_5723,1.094013325420414
588,5805,R1_cand_5805,1.0944257399313195
589,5804,R1_cand_5804,1.0944257399313195
590,1250,R1_cand_1250,1.0944512971526392
591,1957,R1_cand_1957,1.0944531388852732
592,3561,R1_cand_3561,1.0946693707038666
593,3560,R1_cand_3560,1.0946693707038666
594,3463,R1_cand_3463,1.0947631140052594
595,716,R1_cand_716,1.0949458172198587
596,1198,R1_cand_1198,1.0949708628078259
597,3955,R1_cand_3955,1.0949736564702615
598,1331,R1_cand_1331,1.0950346168749032
599,5571,R1_cand_5571,1.095038513279287
600,1653,R1_cand_1653,1.0952373196845684
601,5751,R1_cand_5751,1.0954101230911042
602,6197,R1_cand_6197,1.095608083479879
603,1327,R1_cand_1327,1.0960733137224161
604,3616,R1_cand_3616,1.0964652939970079
605,3842,R1_cand_3842,1.0967660533423156
606,6423,R1_cand_6423,1.0968388823801856
607,6422,R1_cand_6422,1.0968451990238208
608,2020,R1_cand_2020,1.0972925586632147
609,5570,R1_cand_5570,1.097457854751879
610,3787,R1_cand_3787,1.0974691650300556
611,1260,R1_cand_1260,1.0976331958496868
612,1259,R1_cand_1259,1.0976331958496868
613,3374,R1_cand_3374,1.0976965064104465
614,3375,R1_cand_3375,1.0977716983953856
